Upstream G:A:V,Downstream G:A:V
org.apache.commons:commons-compress:1.18,io.logz.sawmill:sawmill-core:1.1.52
org.apache.commons:commons-compress:1.18,io.spring.initializr:initializr-web:0.8.0.RELEASE
org.apache.commons:commons-compress:1.18,io.takari:takari-archiver:0.1.24
org.apache.commons:commons-compress:1.18,io.teecube.t3:t3-common:0.0.16
org.apache.commons:commons-compress:1.18,io.vilt.minium.developer:minium-developer-web:2.0.0
org.apache.commons:commons-compress:1.18,io.virtdata:virtdata-docs:2.11.29
org.apache.commons:commons-compress:1.18,io.virtdata:virtdata-docsys:2.11.40
org.apache.commons:commons-compress:1.18,io.wcm.tooling.commons:io.wcm.tooling.commons.crx-packmgr-helper:1.5.10
org.apache.commons:commons-compress:1.18,io.webfolder:cdp4j:3.0.13
org.apache.commons:commons-compress:1.18,io.zonky.test:embedded-postgres:1.2.2
org.apache.commons:commons-compress:1.18,jp.co.yahoo.dataplatform.mds:multiple-dimension-spread-common:0.8.11_hive-1.2.1000.2.6.4.0-91
org.apache.commons:commons-compress:1.18,jp.co.yahoo.yosegi:yosegi:0.10.3
org.apache.commons:commons-compress:1.18,me.axieum.java.compressum:Compressum:1.0.2
org.apache.commons:commons-compress:1.18,ml.shifu:shifu:0.12.0
org.apache.commons:commons-compress:1.18,net.bzzt:reproducible-builds-jvm-stripper:0.9
org.apache.commons:commons-compress:1.18,net.enilink.platform:net.enilink.platform.ldp:1.4.0
org.apache.commons:commons-compress:1.18,net.enilink.platform:net.enilink.platform.lift:1.4.0
org.apache.commons:commons-compress:1.18,net.enilink.platform:net.enilink.platform.web:1.4.0
org.apache.commons:commons-compress:1.18,net.iakovlev:timeshape:2019b.7
org.apache.commons:commons-compress:1.18,net.roseboy:classfinal-core:1.0.1
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-activemq:0.9.1003
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-agent-druido:0.9.1006
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-agent-qa:0.9.1006
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-agent-small:0.9.1009
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-agent-watson:0.9.1000
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-agent-web:0.9.1005
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-ai:0.9.1014
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-ai-nlp:0.9.1014
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-api:0.9.1014
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-core:0.1
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-hazelcast:0.9.1009
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-industrial:0.9.1003
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-kettle:0.9.1006
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-pcap:0.9.1005
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-seed:0.9.1014
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-serial-comm:0.9.1000
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-terminal:0.9.1009
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-vaadin:0.9.1000
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-video:0.9.1006
org.apache.commons:commons-compress:1.18,net.rossonet:ar4k-watson:0.9.1006
org.apache.commons:commons-compress:1.18,net.sansa-stack:sansa-inference-spark_2.11:0.5.0
org.apache.commons:commons-compress:1.18,net.sourceforge.javadpkg:dpkg:1.0.4
org.apache.commons:commons-compress:1.18,nl.f00f:unpacker:1.0.0
org.apache.commons:commons-compress:1.18,nl.inl.blacklab:blacklab:1.7.2
org.apache.commons:commons-compress:1.18,nl.jpoint.vertx-deploy-tools:vertx-deploy-agent:3.5.4
org.apache.commons:commons-compress:1.18,no.difi.meldingsutveksling:altinn-client:2.2.1
org.apache.commons:commons-compress:1.18,no.difi.meldingsutveksling:dokumentpakking:2.2.1
org.apache.commons:commons-compress:1.18,no.difi.sdp:sikker-digital-post-klient-java:5.5
org.apache.commons:commons-compress:1.18,org.aksw.jena-sparql-api:jena-sparql-api-core:3.13.1-1
org.apache.commons:commons-compress:1.18,org.aoju:bus-forest:3.2.0
org.apache.commons:commons-compress:1.18,org.apache.any23:apache-any23-cli:2.3
org.apache.commons:commons-compress:1.18,org.apache.any23:apache-any23-core:2.3
org.apache.commons:commons-compress:1.18,org.apache.any23:apache-any23-encoding:2.3
org.apache.commons:commons-compress:1.18,org.apache.any23:apache-any23-mime:2.3
org.apache.commons:commons-compress:1.18,org.apache.logging.log4j:log4j-core:2.11.2
org.apache.commons:commons-compress:1.18,org.apache.nutch:nutch:1.16
org.apache.commons:commons-compress:1.18,org.apache.royale.compiler:compiler-build-tools:1.1.0
org.apache.commons:commons-compress:1.18,org.apache.sis.core:sis-build-helper:1.0
org.apache.commons:commons-compress:1.18,org.appng:appng-core:1.20.1
org.apache.commons:commons-compress:1.18,org.beangle.boot:beangle-boot_2.13:0.0.20
org.apache.commons:commons-compress:1.18,org.beangle.ems:beangle-ems-core:3.6.2
org.apache.commons:commons-compress:1.18,org.beangle.repo:beangle-repo-artifact_2.12:0.0.7
org.apache.commons:commons-compress:1.18,org.beangle.repo:beangle-repo-artifact_2.13:0.0.16
org.apache.commons:commons-compress:1.18,org.cloudfoundry:cloudfoundry-util:3.14.0.RELEASE
org.apache.commons:commons-compress:1.18,org.datavec:datavec-hadoop:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.dbpedia.databus:databus-maven-plugin:1.2
org.apache.commons:commons-compress:1.18,org.dbpedia.databus:databus-shared-lib:0.2.5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:deeplearning4j-aws_2.11:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:deeplearning4j-aws_2.12:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:deeplearning4j-core:1.0.0-M1.1
org.apache.commons:commons-compress:1.18,org.deeplearning4j:deeplearning4j-modelexport-solr:1.0.0-beta6
org.apache.commons:commons-compress:1.18,org.deeplearning4j:dl4j-spark-nlp-java8_2.11:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:dl4j-spark-nlp-java8_2.12:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:dl4j-spark-nlp_2.11:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:dl4j-spark-nlp_2.12:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:dl4j-spark-parameterserver_2.11:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:dl4j-spark-parameterserver_2.12:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:dl4j-spark_2.11:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.deeplearning4j:dl4j-spark_2.12:1.0.0-beta5
org.apache.commons:commons-compress:1.18,org.digidoc4j:digidoc4j:2.1.1
org.apache.commons:commons-compress:1.18,org.dishevelled:dsh-bio-sequence:1.2
org.apache.commons:commons-compress:1.18,org.dishevelled:dsh-compress:1.3.1
org.apache.commons:commons-compress:1.18,org.dkpro.core:dkpro-core-api-datasets-asl:2.0.0
org.apache.commons:commons-compress:1.18,org.dkpro.core:dkpro-core-api-resources-asl:2.0.0
org.apache.commons:commons-compress:1.18,org.dkpro.tc:dkpro-tc-core:1.0.2
org.apache.commons:commons-compress:1.18,org.dkpro.tc:dkpro-tc-io-libsvm:1.0.2
org.apache.commons:commons-compress:1.18,org.dkpro.tc:dkpro-tc-ml-crfsuite:1.1.0
org.apache.commons:commons-compress:1.18,org.dkpro.tc:dkpro-tc-ml-dynet:1.0.2
org.apache.commons:commons-compress:1.18,org.dkpro.tc:dkpro-tc-ml-keras:1.0.2
org.apache.commons:commons-compress:1.18,org.dkpro.tc:dkpro-tc-ml-liblinear:1.0.2
org.apache.commons:commons-compress:1.18,org.dkpro.tc:dkpro-tc-ml-libsvm:1.0.2
org.apache.commons:commons-compress:1.18,org.docx4j:docx4j-core:11.1.0
org.apache.commons:commons-compress:1.18,org.dreamcat:common-x:0.0.1.210127
org.apache.commons:commons-compress:1.18,org.eclipse.epsilon.labs:emc-cellsheet-excel:3.0.0
org.apache.commons:commons-compress:1.18,org.eclipse.jgit:org.eclipse.jgit.archive:5.4.2.201908231537-r
org.apache.commons:commons-compress:1.18,org.eclipse.packager:packager-deb:0.16.1
org.apache.commons:commons-compress:1.18,org.eclipse.packager:packager-rpm:0.15.0
org.apache.commons:commons-compress:1.18,org.exist-db:exist-compression:5.0.0
org.apache.commons:commons-compress:1.18,org.fedoraproject.xmvn:xmvn-install:3.1.0
org.apache.commons:commons-compress:1.18,org.fuin.esmp:es-maven-plugin:0.5.0
org.apache.commons:commons-compress:1.18,org.gemini4j:testapp:0.0.1
org.apache.commons:commons-compress:1.18,org.goots:exploder:0.5
org.apache.commons:commons-compress:1.18,org.hyperledger.fabric-sdk-java:fabric-sdk-java:1.4.5
org.apache.commons:commons-compress:1.18,org.idpf:epubcheck:4.1.1
org.apache.commons:commons-compress:1.18,org.lockss.laaws:lockss-core:2.0.3.0
org.apache.commons:commons-compress:1.18,org.mandas:docker-client:1.0.1
org.apache.commons:commons-compress:1.18,org.mycore:mycore-base:2019.06.1
org.apache.commons:commons-compress:1.18,org.mycore:mycore-impex:2019.06.2
org.apache.commons:commons-compress:1.18,org.mycore:mycore-iview2:2019.06.2
org.apache.commons:commons-compress:1.18,org.mycore:mycore-sword:2019.06.4
org.apache.commons:commons-compress:1.18,org.mycore:mycore-viewer:2019.11
org.apache.commons:commons-compress:1.18,org.nd4j:nd4j-common:1.0.0-beta7
org.apache.commons:commons-compress:1.18,org.neo4j:neo4j-dbms:3.5.8
org.apache.commons:commons-compress:1.18,org.neo4j:neo4j-push-to-cloud:3.4.16
org.apache.commons:commons-compress:1.18,org.nutz.boot:nutzboot-maven-plugin:2.3.7.v20190731
org.apache.commons:commons-compress:1.18,org.opencadc:nom-tam-fits:1.16.2
org.apache.commons:commons-compress:1.18,org.opencastproject:opencast-ingest-service-impl:6.6
org.apache.commons:commons-compress:1.18,org.opencms:opencms-core:11.0.0
org.apache.commons:commons-compress:1.18,org.openmole.gridscale:dirac_2.12:2.27
org.apache.commons:commons-compress:1.18,org.openmole.gridscale:ipfs_2.12:2.27
org.apache.commons:commons-compress:1.18,org.opensextant:opensextant-xponents-xtext:3.0.7
org.apache.commons:commons-compress:1.18,org.openstreetmap.osmosis:osmosis-core:0.47.3
org.apache.commons:commons-compress:1.18,org.opentripplanner:otp:1.4.0
org.apache.commons:commons-compress:1.18,org.orbisgis:h2gis:1.5.0
org.apache.commons:commons-compress:1.18,org.orderofthebee.support-tools:support-tools-share:1.1.0.0
org.apache.commons:commons-compress:1.18,org.owasp:dependency-check-core:5.0.0
org.apache.commons:commons-compress:1.18,org.pinae:logmesh:1.4
org.apache.commons:commons-compress:1.18,org.powertac:logtool-core:1.6.0
org.apache.commons:commons-compress:1.18,org.rauschig:jarchivelib:1.0.0
org.apache.commons:commons-compress:1.18,org.spdx:spdx-tools:2.1.17
org.apache.commons:commons-compress:1.18,org.tallison.lucene:gramreaper:7.6-0.1
org.apache.commons:commons-compress:1.18,org.testcontainers:testcontainers:1.10.1
org.apache.commons:commons-compress:1.18,org.trellisldp.ext:trellis-aws:0.1.0
org.apache.commons:commons-compress:1.18,org.vafer:jdeb:1.7
org.apache.commons:commons-compress:1.18,org.w3c:epubcheck:4.2.0
org.apache.commons:commons-compress:1.18,org.webjars:webjars-locator-core:0.38
org.apache.commons:commons-compress:1.18,org.whitesource:whitesource-fs-agent:18.11.2
org.apache.commons:commons-compress:1.18,org.whitesource:wss-unified-agent-main:19.1.2
org.apache.commons:commons-compress:1.18,org.whitesource:wss-unified-agent-utils:19.5.1.2
org.apache.commons:commons-compress:1.18,org.wikidata.wdtk:wdtk-client:0.10.0
org.apache.commons:commons-compress:1.18,org.wso2.orbit.org.apache.commons:commons-compress:1.18.0.wso2v1
org.apache.commons:commons-compress:1.18,org.xowl.toolkit:xowl-packaging-maven-plugin:2.1.0
org.apache.commons:commons-compress:1.18,report.donut:donut-maven-plugin:1.2.2
org.apache.commons:commons-compress:1.18,ru.kontur.extern-api:extern-api-java-sdk-common:1.7.5
org.apache.commons:commons-compress:1.18,ru.stachek66.nlp:mystem-scala:0.1.5
org.apache.commons:commons-compress:1.18,tech.mlsql.serviceframework.baseweb:web-platform_2.11:0.1.6
org.apache.commons:commons-compress:1.18,tech.mlsql.serviceframework.baseweb:web-platform_2.12:0.2.1
org.apache.commons:commons-compress:1.18,top.bayberry:bayberry-core:0.0.2
org.apache.commons:commons-compress:1.18,us.dustinj.timezonemap:timezonemap:3.2
org.apache.commons:commons-compress:1.18,us.dustinj.timezonemap:timezonemap-builder:3.2
org.apache.commons:commons-compress:1.18,us.dustinj.timezonemap:timezonemap-data:2.0
org.apache.hadoop:hadoop-common:2.7.2,ai.h2o:h2o-persist-hdfs:3.8.3.3
org.apache.hadoop:hadoop-common:2.7.2,ai.platon.pulsar:pulsar-persist:1.6.6.1
org.apache.hadoop:hadoop-common:2.7.2,ai.platon.pulsar:pulsar-ql-common:1.7.2
org.apache.hadoop:hadoop-common:2.7.2,com.alibaba.bds:hadoop-shaded:1.7-3-opensource
org.apache.hadoop:hadoop-common:2.7.2,com.aliyun.apsaradb:ali-phoenix-spark:4.12.0-AliHBase-1.1-0.6-SNAPSHOT_2.3.2-1.0
org.apache.hadoop:hadoop-common:2.7.2,com.aliyun.apsaradb:alihbase-spark:1.1.3_2.3.2-1.0
org.apache.hadoop:hadoop-common:2.7.2,com.aliyun.apsaradb:spark-tablestore:4.11.0_2.3.2-1.0.3
org.apache.hadoop:hadoop-common:2.7.2,com.amazon.emr:emr-dynamodb-hadoop:4.3.0
org.apache.hadoop:hadoop-common:2.7.2,com.amazon.emr:emr-dynamodb-tools:4.3.0
org.apache.hadoop:hadoop-common:2.7.2,com.amazon.emr:hive1-shims:4.3.0
org.apache.hadoop:hadoop-common:2.7.2,com.amazon.emr:hive1.2-shims:4.3.0
org.apache.hadoop:hadoop-common:2.7.2,com.amazon.emr:shims-common:4.3.0
org.apache.hadoop:hadoop-common:2.7.2,com.bbossgroups.bigdata:bigdata:4.10.8
org.apache.hadoop:hadoop-common:2.7.2,com.bbossgroups.bigdata:bigdata-web:4.10.8
org.apache.hadoop:hadoop-common:2.7.2,com.dasasian.chok:chok-core:1.6
org.apache.hadoop:hadoop-common:2.7.2,com.dasasian.chok:chok-test:1.5
org.apache.hadoop:hadoop-common:2.7.2,com.expediagroup:shunting-yard-common:3.1.0
org.apache.hadoop:hadoop-common:2.7.2,com.expediagroup:shunting-yard-receiver-sqs:3.1.0
org.apache.hadoop:hadoop-common:2.7.2,com.expediagroup:shunting-yard-replicator:3.2.0
org.apache.hadoop:hadoop-common:2.7.2,com.github.ebaydatameta:ser-bytes:1.0.3
org.apache.hadoop:hadoop-common:2.7.2,com.github.jsr203hadoop:jsr203hadoop:1.0.3
org.apache.hadoop:hadoop-common:2.7.2,com.github.qq275860560:github-qq275860560-common:20190517
org.apache.hadoop:hadoop-common:2.7.2,com.google.cloud.bigdataoss:bigquery-connector:0.10.4-hadoop2
org.apache.hadoop:hadoop-common:2.7.2,com.google.cloud.bigdataoss:gcs-connector:1.6.2-hadoop2
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:beeju:1.2.0
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:shunting-yard-common:0.0.7
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:shunting-yard-emitter-kafka:0.0.2
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:shunting-yard-emitter-kinesis:0.0.2
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:shunting-yard-emitter-sqs:0.0.1
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:shunting-yard-receiver-kafka:0.0.2
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:shunting-yard-receiver-kinesis:0.0.1
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:shunting-yard-receiver-sqs:0.0.5
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:shunting-yard-replicator:0.0.6
org.apache.hadoop:hadoop-common:2.7.2,com.hotels:waggle-dance-core:3.1.2
org.apache.hadoop:hadoop-common:2.7.2,com.hubspot.slimfast:slimfast-hadoop:0.9
org.apache.hadoop:hadoop-common:2.7.2,com.ibm.stocator:stocator:1.0.7
org.apache.hadoop:hadoop-common:2.7.2,com.joyent.manta:hadoop-manta:1.0.0
org.apache.hadoop:hadoop-common:2.7.2,com.linkedin.feathr:feathr_2.12:0.1.1
org.apache.hadoop:hadoop-common:2.7.2,com.lithium.flow:flow:0.6.3
org.apache.hadoop:hadoop-common:2.7.2,com.marklogic:mlcp:9.0.13.8
org.apache.hadoop:hadoop-common:2.7.2,com.palantir.hadoop-crypto:hadoop-crypto:1.0.1
org.apache.hadoop:hadoop-common:2.7.2,com.puresoltechnologies.purifinity.server:database.hadoop.utils:0.4.0
org.apache.hadoop:hadoop-common:2.7.2,com.puresoltechnologies.purifinity.server:server.core.impl:0.4.1
org.apache.hadoop:hadoop-common:2.7.2,com.riskiq:solr-map-reduce:8.4.1.3
org.apache.hadoop:hadoop-common:2.7.2,com.spotify:scio-bigtable_2.10:0.2.9
org.apache.hadoop:hadoop-common:2.7.2,com.spotify:scio-bigtable_2.11:0.2.11
org.apache.hadoop:hadoop-common:2.7.2,com.stratio.qa:bdt:0.16.0
org.apache.hadoop:hadoop-common:2.7.2,com.tencent.angel:client:0.1.0
org.apache.hadoop:hadoop-common:2.7.2,com.tencent.angel:common:0.1.0
org.apache.hadoop:hadoop-common:2.7.2,com.tencent.angel:server:0.1.0
org.apache.hadoop:hadoop-common:2.7.2,com.twitter:distributedlog-mapreduce:0.3.51-RC1
org.apache.hadoop:hadoop-common:2.7.2,com.twitter:distributedlog-mapreduce_2.10:0.3.51-RC1
org.apache.hadoop:hadoop-common:2.7.2,com.twitter:distributedlog-mapreduce_2.11:0.3.51-RC1
org.apache.hadoop:hadoop-common:2.7.2,com.yahoo.datasketches:sketches-hive:0.7.0
org.apache.hadoop:hadoop-common:2.7.2,com.yahoo.datasketches:sketches-pig:0.6.0
org.apache.hadoop:hadoop-common:2.7.2,io.acryl:datahub-spark-lineage:0.0.1
org.apache.hadoop:hadoop-common:2.7.2,io.arenadata.hive:hive-jdbc:2.3.8-arenadata-pxf-2
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-avro_2.10:0.16.1
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-avro_2.11:0.15.0
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-core_2.10:0.16.1
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-core_2.11:0.15.1
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-elasticsearch_2.11:1.3.0-a4
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-hive_2.10:0.16.0
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-hive_2.11:0.16.1
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-json_2.10:0.14.0
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-json_2.11:0.15.1
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-kafka_2.10:0.15.1
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-kafka_2.11:0.15.0
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-kudu_2.10:1.3.0-a5
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-kudu_2.11:1.3.0-a4
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-orc_2.10:0.15.0
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-orc_2.11:0.16.1
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-parquet_2.10:0.14.0
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-parquet_2.11:0.15.1
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-solr_2.10:0.16.1
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-solr_2.11:0.16.0
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-spark_2.10:1.3.0-a5
org.apache.hadoop:hadoop-common:2.7.2,io.eels:eel-spark_2.11:1.3.0-a4
org.apache.hadoop:hadoop-common:2.7.2,io.github.zhou-dong:aerospike-mapreduce:1.0.0
org.apache.hadoop:hadoop-common:2.7.2,io.vitess:vitess-hadoop:2.1.0-rc.1
org.apache.hadoop:hadoop-common:2.7.2,net.sourceforge.getl:getl:1.2.07
org.apache.hadoop:hadoop-common:2.7.2,org.apache.carbondata:carbondata-common:1.6.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.hadoop.contrib:hadoop-hdfs-bkjournal:2.7.2
org.apache.hadoop:hadoop-common:2.7.2,org.apache.hive.hcatalog:hive-hcatalog-core:2.3.5
org.apache.hadoop:hadoop-common:2.7.2,org.apache.hive.hcatalog:hive-hcatalog-pig-adapter:2.3.2
org.apache.hadoop:hadoop-common:2.7.2,org.apache.hive.hcatalog:hive-hcatalog-server-extensions:2.3.2
org.apache.hadoop:hadoop-common:2.7.2,org.apache.linkis:linkis-hadoop-common:1.0.3
org.apache.hadoop:hadoop-common:2.7.2,org.apache.linkis:linkis-resource-manager:1.0.3
org.apache.hadoop:hadoop-common:2.7.2,org.apache.nutch:nutch:1.13
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-authorization-provider:1.8.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-binding-hive:1.8.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-binding-hive-common:2.0.1
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-binding-hive-conf:2.0.1
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-binding-hive-v2:1.8.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-binding-kafka:2.0.1
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-binding-solr:1.8.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-binding-sqoop:1.8.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-core-common:2.0.1
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-core-model-db:2.0.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-hdfs-common:1.8.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-hdfs-namenode-plugin:2.0.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-hdfs-service:2.0.1
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-policy-indexer:1.8.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-provider-cache:1.8.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-provider-common:2.0.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-provider-db:2.0.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.sentry:sentry-provider-file:2.0.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.solr:solr-analysis-extras:6.2.0
org.apache.hadoop:hadoop-common:2.7.2,org.apache.solr:solr-analytics:6.5.1
org.apache.hadoop:hadoop-common:2.7.2,org.apache.tajo:tajo-catalog-client:0.11.3
org.apache.hadoop:hadoop-common:2.7.2,org.apache.tez:hadoop-shim:0.9.2
org.apache.hadoop:hadoop-common:2.7.2,org.apache.tez:hadoop-shim-2.7:0.9.2
org.apache.hadoop:hadoop-common:2.7.2,org.apache.tez:tez-api:0.9.2
org.apache.hadoop:hadoop-common:2.7.2,org.apache.tez:tez-aux-services:0.9.2
org.apache.hadoop:hadoop-common:2.7.2,org.apache.tez:tez-common:0.9.2
org.apache.hadoop:hadoop-common:2.7.2,org.apache.tez:tez-dag:0.9.2
org.apache.hadoop:hadoop-common:2.7.2,org.apache.tez:tez-examples:0.9.2
org.apache.hadoop:hadoop-common:2.7.2,org.datasyslab:geospark:1.3.0
org.apache.hadoop:hadoop-common:2.7.2,org.datasyslab:geospark-sql_2.1:1.1.1
org.apache.hadoop:hadoop-common:2.7.2,org.datasyslab:geospark-sql_2.2:1.3.0
org.apache.hadoop:hadoop-common:2.7.2,org.datasyslab:geospark-sql_2.3:1.3.1
org.apache.hadoop:hadoop-common:2.7.2,org.datasyslab:geospark-viz:1.1.1
org.apache.hadoop:hadoop-common:2.7.2,org.datasyslab:geospark-viz_2.1:1.2.0
org.apache.hadoop:hadoop-common:2.7.2,org.datasyslab:geospark-viz_2.2:1.3.1
org.apache.hadoop:hadoop-common:2.7.2,org.datasyslab:geospark-viz_2.3:1.3.1
org.apache.hadoop:hadoop-common:2.7.2,org.mongodb.mongo-hadoop:mongo-hadoop-core:1.5.2
org.apache.hadoop:hadoop-common:2.7.2,org.projectnessie:nessie-hms-hive2:0.4.0
org.apache.hadoop:hadoop-common:2.7.2,org.janusgraph:janusgraph-all:0.2.1
org.apache.tika:tika-parsers:1.3,com.smith9.simply:simply-connect:1.0
org.apache.tika:tika-parsers:1.3,it.unimi.di:mg4j:5.1.1
org.apache.tika:tika-parsers:1.3,it.unimi.di:mg4j-big:5.2
org.apache.tika:tika-parsers:1.3,org.apache.jmeter:ApacheJMeter:2.9
org.apache.tika:tika-parsers:1.3,org.apache.jmeter:ApacheJMeter_components:2.9
org.apache.tika:tika-parsers:1.3,org.eclipse.mylyn.docs:org.eclipse.mylyn.docs.epub.core:4.0.5
org.apache.tika:tika-parsers:1.3,org.gridgain:gridgain-datagrid:6.0.3
org.apache.tika:tika-parsers:1.3,org.gridgain:gridgain-hadoop1:6.1.6
org.apache.tika:tika-parsers:1.3,org.gridgain:gridgain-hadoop2:6.1.0
org.apache.tika:tika-parsers:1.3,org.gridgain:gridgain-platform:6.1.0
org.apache.tika:tika-parsers:1.3,org.gridgain:gridgain-streaming:6.1.0
org.apache.tika:tika-parsers:1.3,org.modeshape:modeshape-extractor-tika:3.5.0.Final
org.apache.tika:tika-parsers:1.3,org.modeshape:modeshape-jcr:4.0.0.Alpha2
com.thoughtworks.xstream:xstream:1.4.11.1,biz.gabrys.maven.plugins:directory-content-maven-plugin:3.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,cn.geminis:geminis-core:1.3.0
com.thoughtworks.xstream:xstream:1.4.11.1,cn.wjee.boot:wjee-spring-boot-autoconfigure:2.1.1.3
com.thoughtworks.xstream:xstream:1.4.11.1,cn.yioks.gitlab.core:springboot-common:v1.1.10
com.thoughtworks.xstream:xstream:1.4.11.1,com.almis.awe:awe-model:4.1.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.anrisoftware.propertiesutils:propertiesutils-contextproperties:4.5.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.btc-ag.redg:redg-generator:2.4
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.open.serialization.samples:demo1:8.9.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.open.serialization.samples:evolution:8.9.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.open.serialization.samples:stax-demo:8.9.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.open.serialization.samples:stax-mate-demo:8.9.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.serialization.samples:demo1:8.8.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.serialization.samples:evolution:8.9.0
