CVE_ID,CVSS,CWE,VUL_FUNs
CVE-2014-3558,5.0,CWE-264,"org.hibernate.validator.internal.xml.ConstrainedFieldBuilder:buildConstrainedFields(java.util.List,java.lang.Class,java.lang.String,org.hibernate.validator.internal.metadata.core.ConstraintHelper,org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl);org.hibernate.validator.internal.xml.ValidationBootstrapParameters:setTraversableResolver(java.lang.String);org.hibernate.validator.internal.xml.XmlMappingParser:getValidationConfig(java.io.InputStream,javax.xml.bind.Unmarshaller);org.hibernate.validator.internal.util.ReflectionHelper:getMethodFromPropertyName(java.lang.Class,java.lang.String);org.hibernate.validator.internal.util.ResourceLoaderHelper:getResettableInputStreamForPath(java.lang.String);org.hibernate.validator.internal.util.annotationfactory.AnnotationProxy:getAnnotationMemberValue(java.lang.annotation.Annotation,java.lang.String);org.hibernate.validator.internal.util.ReflectionHelper:setAccessibility(java.lang.reflect.Member);org.hibernate.validator.internal.metadata.core.ConstraintHelper:assertPayloadParameterExists(java.lang.Class);org.hibernate.validator.internal.util.ReflectionHelper:getDeclaredFields(java.lang.Class);org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl:ensureAttributeIsOverridable(java.lang.reflect.Method,javax.validation.OverridesAttribute);org.hibernate.validator.internal.xml.XmlParserHelper:getSchema(java.lang.String);org.hibernate.validator.internal.util.ReflectionHelper:isQualifiedClass(java.lang.String);org.hibernate.validator.internal.util.annotationfactory.AnnotationFactory:getProxyInstance(java.lang.Class,java.lang.reflect.InvocationHandler);org.hibernate.validator.internal.metadata.core.ConstraintHelper:assertNoParameterStartsWithValid(java.lang.Class);org.hibernate.validator.internal.util.ReflectionHelper:getMethods(java.lang.Class);org.hibernate.validator.internal.util.ReflectionHelper:isArrayClassName(java.lang.String);org.hibernate.validator.internal.metadata.provider.AnnotationMetaDataProvider:newGroupSequenceProviderClassInstance(java.lang.Class,java.lang.Class);org.hibernate.validator.internal.xml.ConstrainedGetterBuilder:buildConstrainedGetters(java.util.List,java.lang.Class,java.lang.String,org.hibernate.validator.internal.metadata.core.ConstraintHelper,org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl);org.hibernate.validator.internal.xml.ConstrainedExecutableBuilder:buildConstructorConstrainedExecutable(java.util.List,java.lang.Class,java.lang.String,javax.validation.ParameterNameProvider,org.hibernate.validator.internal.metadata.core.ConstraintHelper,org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl);org.hibernate.validator.internal.xml.GroupConversionBuilder:buildGroupConversionMap(java.util.List,java.lang.String);org.hibernate.validator.internal.xml.ValidationBootstrapParameters:setProviderClass(java.lang.String);org.hibernate.validator.internal.util.annotationfactory.AnnotationFactory:create(org.hibernate.validator.internal.util.annotationfactory.AnnotationDescriptor);org.hibernate.validator.internal.util.ReflectionHelper:loadClass(java.lang.String,java.lang.Class);org.hibernate.validator.internal.cfg.context.ConfiguredConstraint:forType(org.hibernate.validator.cfg.ConstraintDef,java.lang.Class);org.hibernate.validator.internal.metadata.core.ConstraintHelper:isMultiValueConstraint(java.lang.Class);org.hibernate.validator.internal.util.ReflectionHelper:getDeclaredMethods(java.lang.Class);org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl:buildGroupSet(java.lang.Class);org.hibernate.validator.internal.util.annotationfactory.AnnotationProxy:<init>(org.hibernate.validator.internal.util.annotationfactory.AnnotationDescriptor);org.hibernate.validator.internal.xml.ValidationBootstrapParameters:setMessageInterpolator(java.lang.String);org.hibernate.validator.internal.xml.ValidationBootstrapParameters:setParameterNameProvider(java.lang.String);org.hibernate.validator.internal.xml.ConstrainedExecutableBuilder:createParameterTypes(java.util.List,java.lang.Class,java.lang.String);org.hibernate.validator.internal.metadata.provider.AnnotationMetaDataProvider:getFieldMetaData(java.lang.Class);org.hibernate.validator.internal.util.ReflectionHelper:getDeclaredConstructors(java.lang.Class);org.hibernate.validator.internal.engine.ValidatorImpl:collectMetaConstraintsForPath(java.lang.Class,java.lang.Object,java.util.Iterator,org.hibernate.validator.internal.engine.path.PathImpl,java.util.List);org.hibernate.validator.internal.xml.MetaConstraintBuilder:getAnnotationParameterType(java.lang.Class,java.lang.String);org.hibernate.validator.internal.xml.ConstrainedGetterBuilder:findGetter(java.lang.Class,java.lang.String,java.util.List);org.hibernate.validator.resourceloading.PlatformResourceBundleLocator$GetClassLoader:fromClass(java.lang.Class);org.hibernate.validator.internal.util.ReflectionHelper:getDeclaredField(java.lang.Class,java.lang.String);org.hibernate.validator.internal.xml.MetaConstraintBuilder:getGroups(org.hibernate.validator.internal.xml.GroupsType,java.lang.String);org.hibernate.validator.internal.xml.ConstrainedExecutableBuilder:buildMethodConstrainedExecutable(java.util.List,java.lang.Class,java.lang.String,javax.validation.ParameterNameProvider,org.hibernate.validator.internal.metadata.core.ConstraintHelper,org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl);org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl:buildAnnotationParameterMap(java.lang.annotation.Annotation);org.hibernate.validator.internal.util.ReflectionHelper:getMember(java.lang.Class,java.lang.String,java.lang.annotation.ElementType);org.hibernate.validator.internal.xml.ConstrainedTypeBuilder:createGroupSequence(org.hibernate.validator.internal.xml.GroupSequenceType,java.lang.String);org.hibernate.validator.internal.xml.XmlParserHelper:loadSchema(java.lang.String);org.hibernate.validator.internal.metadata.provider.AnnotationMetaDataProvider:getConstructorMetaData(java.lang.Class);org.hibernate.validator.internal.util.ReflectionHelper:getClassLoaderFromContext();org.hibernate.validator.internal.util.ReflectionHelper:run(java.security.PrivilegedAction);org.hibernate.validator.internal.xml.ValidationBootstrapParameters:setConstraintFactory(java.lang.String);org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl:parseOverrideParameters();org.hibernate.validator.internal.engine.resolver.DefaultTraversableResolver:detectJPA();org.hibernate.validator.internal.xml.XmlMappingParser:parseConstraintDefinitions(java.util.List,java.lang.String,java.util.Set);org.hibernate.validator.internal.metadata.core.ConstraintHelper:assertGroupsParameterExists(java.lang.Class);org.hibernate.validator.internal.xml.ConstrainedParameterBuilder:buildConstrainedParameters(java.util.List,org.hibernate.validator.internal.metadata.raw.ExecutableElement,java.lang.String,org.hibernate.validator.internal.metadata.core.ConstraintHelper,javax.validation.ParameterNameProvider,org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl);org.hibernate.validator.internal.util.ReflectionHelper:loadClass(java.lang.String,java.lang.String);org.hibernate.validator.internal.util.annotationfactory.AnnotationProxy:getAnnotationValues(org.hibernate.validator.internal.util.annotationfactory.AnnotationDescriptor);org.hibernate.validator.internal.util.classhierarchy.ClassHierarchyHelper:getAllMethods(java.lang.Class);org.hibernate.validator.internal.metadata.provider.AnnotationMetaDataProvider:getMethodMetaData(java.lang.Class);org.hibernate.validator.internal.util.ReflectionHelper:loadClass(java.lang.String,java.lang.String,java.lang.Class);org.hibernate.validator.internal.engine.constraintvalidation.ConstraintValidatorFactoryImpl:getInstance(java.lang.Class);org.hibernate.validator.internal.metadata.core.ConstraintHelper:assertValidationAppliesToParameterSetUpCorrectly(java.lang.Class);org.hibernate.validator.internal.metadata.core.ConstraintHelper:assertMessageParameterExists(java.lang.Class);org.hibernate.validator.internal.util.ReflectionHelper:getArrayElementClassName(java.lang.String);org.hibernate.validator.internal.util.ReflectionHelper:getMethodFromPropertyName(java.lang.Class,java.lang.String);org.hibernate.validator.internal.xml.XmlMappingParser:addValidatorDefinitions(java.lang.Class,org.hibernate.validator.internal.xml.ValidatedByType);org.hibernate.validator.internal.engine.ValidatorImpl:validateParametersForGroup(org.hibernate.validator.internal.engine.ValidationContext,java.lang.Object[],org.hibernate.validator.internal.engine.groups.Group);org.hibernate.validator.internal.util.ReflectionHelper:getAnnotationParameter(java.lang.annotation.Annotation,java.lang.String,java.lang.Class);org.hibernate.validator.internal.xml.ConstrainedFieldBuilder:findField(java.lang.Class,java.lang.String,java.util.List);org.hibernate.validator.internal.xml.ValidationXmlParser:unmarshal(java.io.InputStream,javax.xml.validation.Schema);org.hibernate.validator.internal.metadata.core.MetaConstraint:getValue(java.lang.Object);org.hibernate.validator.internal.xml.MetaConstraintBuilder:convertStringToReturnType(java.lang.Class,java.lang.String,java.lang.String);org.hibernate.validator.internal.metadata.core.ConstraintHelper:isJodaTimeInClasspath();org.hibernate.validator.internal.cfg.context.ConfiguredConstraint:forProperty(org.hibernate.validator.cfg.ConstraintDef,java.lang.reflect.Member);org.hibernate.validator.internal.xml.MetaConstraintBuilder:getPayload(org.hibernate.validator.internal.xml.PayloadType,java.lang.String);org.hibernate.validator.internal.util.ReflectionHelper:getClassLoaderFromClass(java.lang.Class);org.hibernate.validator.internal.xml.XmlMappingParser:parse(java.util.Set);org.hibernate.validator.internal.util.ReflectionHelper:newInstance(java.lang.Class,java.lang.String);org.hibernate.validator.internal.xml.ConstrainedTypeBuilder:buildConstrainedType(org.hibernate.validator.internal.xml.ClassType,java.lang.Class,java.lang.String,org.hibernate.validator.internal.metadata.core.ConstraintHelper,org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl,java.util.Map);org.hibernate.validator.internal.engine.ValidatorImpl:validateCascadedConstraints(org.hibernate.validator.internal.engine.ValidationContext,org.hibernate.validator.internal.engine.ValueContext);org.hibernate.validator.resourceloading.PlatformResourceBundleLocator$GetClassLoader:fromContext()"
CVE-2018-1271,4.3,CWE-22,"org.springframework.web.servlet.resource.PathResourceResolver:isResourceUnderLocation(org.springframework.core.io.Resource,org.springframework.core.io.Resource);org.springframework.web.servlet.resource.PathResourceResolver:getResource(java.lang.String,org.springframework.core.io.Resource);org.springframework.web.servlet.resource.ResourceHttpRequestHandler:processPath(java.lang.String);org.springframework.web.servlet.resource.PathResourceResolver:isResourceUnderLocation(org.springframework.core.io.Resource,org.springframework.core.io.Resource);org.springframework.web.servlet.resource.ResourceHttpRequestHandler:getResource(javax.servlet.http.HttpServletRequest);org.springframework.web.servlet.resource.ResourceHttpRequestHandler:isInvalidPath(java.lang.String);org.springframework.web.servlet.resource.PathResourceResolver:shouldEncodeRelativePath(org.springframework.core.io.Resource);org.springframework.web.servlet.resource.PathResourceResolver:getResource(java.lang.String,org.springframework.core.io.Resource)"
CVE-2021-43795,5.0,CWE-22,"com.linecorp.armeria.internal.common.PathAndQuery:toString();com.linecorp.armeria.internal.common.PathAndQuery:splitPathAndQuery(java.lang.String);com.linecorp.armeria.internal.common.PathAndQuery:appendHexNibble(java.lang.StringBuilder,int);com.linecorp.armeria.server.RoutingResultBuilder:rawParam(java.lang.String,java.lang.String);com.linecorp.armeria.internal.common.PathAndQuery:decodePercentsAndEncodeToUtf8(java.lang.String,int,int,boolean);com.linecorp.armeria.internal.common.PathAndQuery:appendOneByte(com.linecorp.armeria.internal.common.PathAndQuery$Bytes,int,boolean,boolean);com.linecorp.armeria.internal.common.PathAndQuery:pathContainsDoubleDots(com.linecorp.armeria.internal.common.PathAndQuery$Bytes);com.linecorp.armeria.internal.common.PathAndQuery:encodeToPercents(com.linecorp.armeria.internal.common.PathAndQuery$Bytes,boolean);com.linecorp.armeria.internal.common.ArmeriaHttpUtil:decodePath(java.lang.String)"
CVE-2016-5007,5.0,CWE-264,"org.springframework.security.config.http.FilterInvocationSecurityMetadataSourceParser:parseInterceptUrlsForFilterInvocationRequestMap(org.springframework.security.config.http.MatcherType,java.util.List,boolean,boolean,org.springframework.beans.factory.xml.ParserContext);org.springframework.security.config.http.FilterChainBeanDefinitionParser:parse(org.w3c.dom.Element,org.springframework.beans.factory.xml.ParserContext);org.springframework.security.config.annotation.web.builders.HttpSecurity:<init>(org.springframework.security.config.annotation.ObjectPostProcessor,org.springframework.security.config.annotation.authentication.builders.AuthenticationManagerBuilder,java.util.Map);org.springframework.security.config.annotation.web.builders.WebSecurity:setApplicationContext(org.springframework.context.ApplicationContext);org.springframework.security.config.annotation.web.builders.HttpSecurity:csrf();org.springframework.security.config.http.HttpSecurityBeanDefinitionParser:createSecurityFilterChainBean(org.w3c.dom.Element,org.springframework.beans.factory.xml.ParserContext,java.util.List);org.springframework.security.config.annotation.web.configurers.ChannelSecurityConfigurer:<init>();org.springframework.security.config.annotation.web.configurers.CsrfConfigurer:<init>();org.springframework.security.config.annotation.web.configurers.ExpressionUrlAuthorizationConfigurer:<init>();org.springframework.security.config.annotation.web.builders.HttpSecurity:requiresChannel();org.springframework.security.config.http.HttpConfigurationBuilder:parseInterceptUrlsForChannelSecurity();org.springframework.security.config.annotation.web.builders.HttpSecurity:authorizeRequests();org.springframework.security.config.annotation.AbstractConfiguredSecurityBuilder:getSharedObjects();org.springframework.security.config.http.FilterChainMapBeanDefinitionDecorator:decorate(org.w3c.dom.Node,org.springframework.beans.factory.config.BeanDefinitionHolder,org.springframework.beans.factory.xml.ParserContext)"
CVE-2021-21347,7.5,CWE-502,"com.thoughtworks.xstream.XStream$InternalBlackList:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,com.thoughtworks.xstream.converters.UnmarshallingContext);com.thoughtworks.xstream.XStream$InternalBlackList:canConvert(java.lang.Class);com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStream:setupConverters();com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission);com.thoughtworks.xstream.XStream$InternalBlackList:marshal(java.lang.Object,com.thoughtworks.xstream.io.HierarchicalStreamWriter,com.thoughtworks.xstream.converters.MarshallingContext)"
CVE-2021-39147,6.0,CWE-502,"com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[]);com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream);com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer);com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission);com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStream:readResolve()"
CVE-2017-7561,5.0,CWE-444,"org.jboss.resteasy.plugins.interceptors.CorsFilter:filter(javax.ws.rs.container.ContainerRequestContext,javax.ws.rs.container.ContainerResponseContext);org.jboss.resteasy.plugins.interceptors.CorsFilter:preflight(java.lang.String,javax.ws.rs.container.ContainerRequestContext)"
CVE-2017-5656,5.0,CWE-384,"org.apache.cxf.ws.security.policy.interceptors.IssuedTokenInterceptorProvider$IssuedTokenInInterceptor:findBinarySecurityTokenResults(java.util.List);org.apache.cxf.ws.security.policy.interceptors.IssuedTokenInterceptorProvider$IssuedTokenOutInterceptor:retrieveCachedToken(org.apache.cxf.message.Message);org.apache.cxf.ws.security.policy.interceptors.IssuedTokenInterceptorProvider$IssuedTokenInInterceptor:parseHandlerResults(org.apache.wss4j.dom.handler.WSHandlerResult,org.apache.cxf.message.Message,java.util.Collection);org.apache.cxf.ws.security.policy.interceptors.IssuedTokenInterceptorProvider$IssuedTokenOutInterceptor:issueToken(org.apache.cxf.message.Message,org.apache.cxf.ws.policy.AssertionInfoMap,org.apache.wss4j.policy.model.IssuedToken);org.apache.cxf.ws.security.policy.interceptors.IssuedTokenInterceptorProvider$IssuedTokenOutInterceptor:handleMessage(org.apache.cxf.message.Message);org.apache.cxf.ws.security.policy.interceptors.IssuedTokenInterceptorProvider$IssuedTokenInInterceptor:handleMessage(org.apache.cxf.message.Message);org.apache.cxf.ws.security.policy.interceptors.IssuedTokenInterceptorProvider$IssuedTokenOutInterceptor:getIdFromToken(org.w3c.dom.Element);org.apache.cxf.ws.security.policy.interceptors.IssuedTokenInterceptorProvider$IssuedTokenOutInterceptor:renewToken(org.apache.cxf.message.Message,org.apache.cxf.ws.policy.AssertionInfoMap,org.apache.wss4j.policy.model.IssuedToken,org.apache.cxf.ws.security.tokenstore.SecurityToken);org.apache.cxf.ws.security.policy.interceptors.IssuedTokenInterceptorProvider$IssuedTokenOutInterceptor:handleDelegation(org.apache.cxf.message.Message,org.w3c.dom.Element,org.w3c.dom.Element,java.lang.String,boolean)"
CVE-2013-6430,3.5,CWE-79,org.springframework.web.util.JavaScriptUtils:javaScriptEscape(java.lang.String);org.springframework.web.util.JavaScriptUtils:javaScriptEscape(java.lang.String)
CVE-2016-1000341,4.3,CWE-361,org.bouncycastle.crypto.signers.DSASigner:generateSignature(byte[])
CVE-2014-0107,7.5,CWE-264,"org.apache.xalan.processor.TransformerFactoryImpl:getAssociatedStylesheet(javax.xml.transform.Source,java.lang.String,java.lang.String,java.lang.String);org.apache.xpath.functions.FuncSystemProperty:execute(org.apache.xpath.XPathContext);org.apache.xalan.processor.XSLTElementProcessor:setPropertiesFromAttributes(org.apache.xalan.processor.StylesheetHandler,java.lang.String,org.xml.sax.Attributes,org.apache.xalan.templates.ElemTemplateElement,boolean);org.apache.xalan.transformer.TransformerImpl:setExtensionsTable(org.apache.xalan.templates.StylesheetRoot)"
CVE-2015-3192,4.3,CWE-119,"org.springframework.http.converter.xml.SourceHttpMessageConverter:setProcessExternalEntities(boolean);org.springframework.http.converter.json.Jackson2ObjectMapperBuilder:build();org.springframework.http.converter.xml.SourceHttpMessageConverter:readSAXSource(java.io.InputStream);org.springframework.http.converter.xml.SourceHttpMessageConverter:readStAXSource(java.io.InputStream);org.springframework.http.converter.xml.SourceHttpMessageConverter:readDOMSource(java.io.InputStream);org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter:setProcessExternalEntities(boolean);org.springframework.http.converter.xml.Jaxb2CollectionHttpMessageConverter:createXmlInputFactory();org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter:readFromSource(java.lang.Class,org.springframework.http.HttpHeaders,javax.xml.transform.Source);org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter:processSource(javax.xml.transform.Source)"
CVE-2014-0228,3.5,CWE-284,"org.apache.hadoop.hive.ql.parse.ExportSemanticAnalyzer:analyzeInternal(org.apache.hadoop.hive.ql.parse.ASTNode);org.apache.hadoop.hive.ql.parse.ImportSemanticAnalyzer:analyzeInternal(org.apache.hadoop.hive.ql.parse.ASTNode);org.apache.hadoop.hive.ql.parse.ImportSemanticAnalyzer:checkTable(org.apache.hadoop.hive.ql.metadata.Table,org.apache.hadoop.hive.ql.plan.CreateTableDesc)"
CVE-2021-36090,5.0,0,"org.apache.commons.compress.archivers.zip.ZipArchiveInputStream:readFirstLocalFileHeader(byte[]);org.apache.commons.compress.archivers.sevenz.SevenZFile:readArchiveProperties(java.nio.ByteBuffer);org.apache.commons.compress.archivers.zip.ZipArchiveInputStream:getNextZipEntry();org.apache.commons.compress.archivers.sevenz.SevenZFile:readEncodedHeader(java.nio.ByteBuffer,org.apache.commons.compress.archivers.sevenz.Archive,byte[]);org.apache.commons.compress.archivers.dump.TapeInputStream:readBlock(boolean);org.apache.commons.compress.archivers.zip.BinaryTree:decode(java.io.InputStream,int);org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream:readCString(int);org.apache.commons.compress.archivers.examples.Expander:expand(org.apache.commons.compress.archivers.sevenz.SevenZFile,java.io.File);org.apache.commons.compress.archivers.zip.X0017_StrongEncryptionHeader:parseFileFormat(byte[],int,int);org.apache.commons.compress.archivers.ar.ArArchiveInputStream:getNextArEntry();org.apache.commons.compress.archivers.zip.ZipFile:readCentralDirectoryEntry(java.util.Map);org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream:readBinaryLong(int,boolean);org.apache.commons.compress.archivers.arj.ArjArchiveInputStream:readLocalFileHeader();org.apache.commons.compress.archivers.arj.ArjArchiveInputStream:readFully(java.io.DataInputStream,byte[]);org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream:readAsciiLong(int,int);org.apache.commons.compress.archivers.arj.ArjArchiveInputStream:readHeader();org.apache.commons.compress.archivers.arj.ArjArchiveInputStream:readMainHeader();org.apache.commons.compress.archivers.dump.DumpArchiveInputStream:readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry);org.apache.commons.compress.archivers.zip.ZipFile:resolveLocalFileHeaderData(java.util.Map);org.apache.commons.compress.archivers.ar.ArArchiveInputStream:getBSDLongName(java.lang.String);org.apache.commons.compress.archivers.ar.ArArchiveInputStream:readGNUStringTable(byte[],int,int)"
CVE-2021-21346,7.5,CWE-502,"com.thoughtworks.xstream.XStream:setupMappers();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStream:setupSecurity()"
CVE-2016-3720,7.5,0,"com.fasterxml.jackson.dataformat.xml.XmlFactory:<init>(com.fasterxml.jackson.core.ObjectCodec,int,int,javax.xml.stream.XMLInputFactory,javax.xml.stream.XMLOutputFactory,java.lang.String)"
CVE-2018-18928,7.5,CWE-190,com.ibm.icu.impl.number.DecimalQuantity_DualStorageBCD:bcdToBigDecimal();com.ibm.icu.impl.number.DecimalQuantity_AbstractBCD:toScientificString(java.lang.StringBuilder)
CVE-2021-30179,7.5,CWE-502,"org.apache.dubbo.rpc.filter.GenericFilter:invoke(org.apache.dubbo.rpc.Invoker,org.apache.dubbo.rpc.Invocation)"
CVE-2017-7957,5.0,CWE-20,"com.thoughtworks.xstream.XStream:setupConverters();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder)"
CVE-2019-13235,4.3,CWE-79,org.opencms.ade.galleries.CmsGalleryService:prepareSearchParams(org.opencms.ade.galleries.shared.CmsGallerySearchBean)
CVE-2016-6806,6.8,CWE-352,"org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:isWhitelistedOrigin(java.lang.String);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:getOriginHeaderOrigin(java.lang.String);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:matchingOrigin(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:whitelistedHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:suppressHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:isLocalOrigin(javax.servlet.http.HttpServletRequest,java.lang.String);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:getLocationHeaderOrigin(javax.servlet.http.HttpServletRequest);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:checkOrigin(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:allowHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:onRequestHandlerResolved(org.apache.wicket.request.cycle.RequestCycle,org.apache.wicket.request.IRequestHandler);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:abortHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:onBeginRequest(org.apache.wicket.request.cycle.RequestCycle)"
CVE-2017-3523,6.0,0,"com.mysql.jdbc.ResultSetImpl:getNativeConvertToString(int,com.mysql.jdbc.Field)"
CVE-2021-39149,6.0,CWE-502,"com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer);com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream);com.thoughtworks.xstream.XStream:readResolve();com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission);com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[])"
CVE-2017-15691,4.0,CWE-611,"org.apache.uima.impl.UIMAFramework_impl:parseFactoryConfig();org.apache.uima.cas.impl.XmiCasDeserializer:deserialize(java.io.InputStream,org.apache.uima.cas.CAS,boolean,org.apache.uima.cas.impl.XmiSerializationSharedData,int,org.apache.uima.cas.impl.AllowPreexistingFS);org.apache.uima.util.impl.XMLParser_impl:parse(org.apache.uima.util.XMLInputSource,java.lang.String,java.net.URL,org.apache.uima.util.XMLParser$ParsingOptions);org.apache.uima.cas.impl.XmiCasDeserializer:deserialize(java.io.InputStream,org.apache.uima.cas.CAS,boolean,org.apache.uima.cas.impl.XmiSerializationSharedData,int);org.apache.uima.cas.impl.XCASDeserializer:deserialize(java.io.InputStream,org.apache.uima.cas.CAS,boolean);org.apache.uima.pear.util.XMLUtil:createSAXParser();org.apache.uima.util.XmlCasDeserializer:deserialize(java.io.InputStream,org.apache.uima.cas.CAS,boolean)"
CVE-2018-8008,5.8,CWE-22,"org.apache.storm.utils.Utils:unTar(java.io.File,java.io.File);org.apache.storm.utils.Utils:unpackEntries(org.apache.storm.shade.org.apache.commons.compress.archivers.tar.TarArchiveInputStream,org.apache.storm.shade.org.apache.commons.compress.archivers.tar.TarArchiveEntry,java.io.File);org.apache.storm.utils.Utils:extractDirFromJarImpl(java.lang.String,java.lang.String,java.io.File);org.apache.storm.utils.Utils:unJar(java.io.File,java.io.File);org.apache.storm.utils.Utils:unpack(java.io.File,java.io.File);org.apache.storm.utils.Utils:unZip(java.io.File,java.io.File);org.apache.storm.utils.Utils:unTarUsingJava(java.io.File,java.io.File,boolean);org.apache.storm.localizer.Localizer:downloadBlob(java.util.Map,java.lang.String,java.io.File,java.lang.String,boolean,boolean);org.apache.storm.utils.Utils:copyBytes(java.io.InputStream,java.io.OutputStream,int)"
